fight_id,event_id,date,matched_side,matched_fighter,db_opponent,bfo_opponent,bfo_opponent_url,offset_days,name_equal_norm,surname_subset,lev_distance,reason
53fe9da9fb8d4f88,063649e21bc9d6d5,2014-08-23,red,Beneil Dariush,Anthony Rocco Martin,,,,,,,NO_HEADER_DATE_MATCH
4cc9ef5e68009fd4,53f02bbc41d99432,2014-10-25,red,Fabricio Camoes,Anthony Rocco Martin,,,,,,,NO_HEADER_DATE_MATCH
2d323659e430bc92,770b9d4813c25902,2014-08-23,blue,Danny Mitchell,Sai Wang,,,,,,,NO_HEADER_DATE_MATCH
23124e6f3e7aa37d,05fbfe628658c538,2014-07-26,red,Josh Thomson,King Green,,,,,,,NO_HEADER_DATE_MATCH
bdcb43bf1daa790b,1c5879330d42255f,2014-07-06,red,Frankie Edgar,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
db209b782f35e0e6,fd7acf42bd6e7e95,2014-08-16,red,Ryan Bader,Ovince Saint Preux,,,,,,,NO_HEADER_DATE_MATCH
612333aaff795989,c0ed7b208197e8de,2014-06-28,blue,Anthony Hamilton,Aleksei Oleinik,,,,,,,NO_HEADER_DATE_MATCH
1117f90ee81e0bbf,1c5879330d42255f,2014-07-06,red,Patrick Walsh,Daniel Spohn,,,,,,,NO_HEADER_DATE_MATCH
e554e9910cb83d49,073eee4e62f0d988,2014-07-19,blue,Josh Sampo,Paddy Holohan,,,,,,,NO_HEADER_DATE_MATCH
20f0129fc4861674,063649e21bc9d6d5,2014-08-23,red,James Vick,Valmir Lazaro,,,,,,,NO_HEADER_DATE_MATCH
1748b2b5aabe23a5,269d103c96a4c3a5,2014-08-30,red,Ramsey Nijem,Diego Ferreira,,,,,,,NO_HEADER_DATE_MATCH
a49706a6edb0c5c3,3bb030257966b022,2014-09-27,blue,Cody Gibson,Manvel Gamburyan,,,,,,,NO_HEADER_DATE_MATCH
0ecbb881c74a63f5,b757c73f443d4fca,2014-05-31,red,Francis Carmont,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
80faf0c138d20999,9bcfb40dbcd50568,2014-09-05,blue,Gegard Mousasi,Jacare Souza,,,,,,,NO_HEADER_DATE_MATCH
a3480aa7bdc63c11,6ca68b636fbc1f18,2014-11-08,blue,Leon Edwards,Claudio Silva,,,,,,,NO_HEADER_DATE_MATCH
db747a157e1f264b,5b5307450405abf0,2014-06-14,blue,Ryan Jimmo,Ovince Saint Preux,,,,,,,NO_HEADER_DATE_MATCH
b56fd6eb7d0b6083,9ca265dfe8323db3,2014-05-24,red,David Michaud,Li Jingliang,,,,,,,NO_HEADER_DATE_MATCH
cbf36e02c68e7719,c0ed7b208197e8de,2014-06-28,red,Colton Smith,Diego Ferreira,,,,,,,NO_HEADER_DATE_MATCH
553a788a44b8e794,4f2fcbefb668689d,2014-04-26,red,Joseph Benavidez,Tim Elliott,,,,,,,NO_HEADER_DATE_MATCH
edcb573f1462846e,9ca265dfe8323db3,2014-05-24,red,Renan Barao,TJ Dillashaw,,,,,,,NO_HEADER_DATE_MATCH
687b9b2c11667531,579fcdfcabd23a7b,2014-05-10,blue,Nik Lentz,Manvel Gamburyan,,,,,,,NO_HEADER_DATE_MATCH
eae8d2c30c0bb499,d5f820c11a121050,2014-03-23,red,Cezar Ferreira,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
3406cf3e28e30d1b,f9f07bb5a43535ed,2014-04-16,red,Sam Stout,KJ Noons,,,,,,,NO_HEADER_DATE_MATCH
f29ba17d818d4fac,05fbfe628658c538,2014-07-26,blue,Joanna Jedrzejczyk,Juliana Lima,,,,,,,NO_HEADER_DATE_MATCH
ffbc12e4f821ec68,51b0bb73a1da34bc,2014-02-15,blue,Francis Carmont,Jacare Souza,,,,,,,NO_HEADER_DATE_MATCH
4911fcfb1b28faa5,ebc1f40e00e0c481,2014-03-08,red,Brad Scott,Claudio Silva,,,,,,,NO_HEADER_DATE_MATCH
6989466d287b4a57,fd7acf42bd6e7e95,2014-08-16,red,Thiago Tavares,Robert Peralta,,,,,,,NO_HEADER_DATE_MATCH
ee532a38a0b93127,ac9521250dc1a14c,2014-06-28,blue,Ian Entwistle,Dan Hooker,,,,,,,NO_HEADER_DATE_MATCH
01d4d1d8bcb014cf,51b0bb73a1da34bc,2014-02-15,blue,Wilson Reis,Iuri Alcantara,,,,,,,NO_HEADER_DATE_MATCH
629655f9b898810d,53adf5b845d91e4a,2014-07-05,red,Kevin Casey,Bubba Bush,,,,,,,NO_HEADER_DATE_MATCH
816119e4d9d983b1,51b0bb73a1da34bc,2014-02-15,red,Douglas Silva de Andrade,Zubaira Tukhugov,,,,,,,NO_HEADER_DATE_MATCH
2977a9b5c30d89c1,ac9521250dc1a14c,2014-06-28,red,Richie Vaculik,Roldan Sangcha'an,,,,,,,NO_HEADER_DATE_MATCH
2d050cb1f7d8789a,179f1948dc234f1f,2014-03-15,blue,Nikita Krylov,Ovince Saint Preux,,,,,,,NO_HEADER_DATE_MATCH
9988ff4d4197663b,3138fab619faf4d1,2014-02-22,red,Mike Pyle,TJ Waldburger,,,,,,,NO_HEADER_DATE_MATCH
bc9dd73e0a982c08,fc31f896cde2bc2e,2014-02-01,blue,Rashid Magomedov,Anthony Rocco Martin,,,,,,,NO_HEADER_DATE_MATCH
364ed6aecfc8d16d,179f1948dc234f1f,2014-03-15,red,Renee Forte,Francisco Trevino,,,,,,,NO_HEADER_DATE_MATCH
55139052f4641670,30a09e43f15f1d75,2014-01-15,blue,Mike Easton,TJ Dillashaw,,,,,,,NO_HEADER_DATE_MATCH
fca7fbd0bafc480c,9a967e8e43dcef63,2013-11-30,red,Julianna Pena,Jessica Rakoczy,,,,,,,NO_HEADER_DATE_MATCH
c9ebbba18e4e1e84,9a967e8e43dcef63,2013-11-30,blue,Ryan Benoit,Josh Sampo,,,,,,,NO_HEADER_DATE_MATCH
2b5058614b56a898,9a967e8e43dcef63,2013-11-30,red,Jared Rosholt,Walt Harris,,,,,,,NO_HEADER_DATE_MATCH
5cce3bc28ddb158f,5d7c18191b8aa432,2013-11-09,blue,Dustin Ortiz,Jose Maria,,,,,,,NO_HEADER_DATE_MATCH
f5fb4435faf1ca04,480b702debcb5433,2013-12-14,blue,Pat Healy,King Green,,,,,,,NO_HEADER_DATE_MATCH
fffa21388cdd78b7,eae4aec1a5a8ff01,2013-10-19,red,Tim Boetsch,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
ed9d7d85a5ae06b1,eae4aec1a5a8ff01,2013-10-19,red,George Sotiropoulos,KJ Noons,,,,,,,NO_HEADER_DATE_MATCH
e2bb4b8ce5ada2a8,e5c9de15bb58b1c6,2014-01-04,red,Royston Wee,Dave Galera,,,,,,,NO_HEADER_DATE_MATCH
2bcb1b0b05e2c739,35dc6220b113b7ec,2013-11-06,blue,James Krause,King Green,,,,,,,NO_HEADER_DATE_MATCH
e1ccf09c055bac01,eae4aec1a5a8ff01,2013-10-19,red,Dustin Pague,Kyoji Horiguchi,,,,,,,NO_HEADER_DATE_MATCH
2443d8aa86f0070d,eae4aec1a5a8ff01,2013-10-19,blue,Adlan Amagov,TJ Waldburger,,,,,,,NO_HEADER_DATE_MATCH
bbcb7b5ca439bebb,b23fca14c7b79935,2013-09-04,red,Joseph Benavidez,Jussier Formiga,,,,,,,NO_HEADER_DATE_MATCH
751f2796809d2a6f,cf1a88371c8cb690,2013-08-17,red,Urijah Faber,Iuri Alcantara,,,,,,,NO_HEADER_DATE_MATCH
9166d2f99369c06b,b23fca14c7b79935,2013-09-04,red,Yushin Okami,Jacare Souza,,,,,,,NO_HEADER_DATE_MATCH
f1a9c3187855155c,83d0de122f2f9664,2013-12-28,red,Dennis Siver,Manvel Gamburyan,,,,,,,NO_HEADER_DATE_MATCH
7b97ca2c378e7782,ebc5af72ad5a28cb,2013-08-03,red,Ednaldo Oliveira,Francimar Barroso,,,,,,,NO_HEADER_DATE_MATCH
5f9b11f4cb3057f2,ebc5af72ad5a28cb,2013-08-03,red,John Lineker,Jose Maria,,,,,,,NO_HEADER_DATE_MATCH
9dd931fd20d6c886,3c241737a6069b9f,2013-05-25,red,Gray Maynard,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
ac269f99e4e53634,030f08370fd1c2bb,2013-05-18,blue,Chris Camozzi,Jacare Souza,,,,,,,NO_HEADER_DATE_MATCH
9ad2dde9c35d3cc4,43612456979e5d5e,2013-10-09,red,Raphael Assuncao,TJ Dillashaw,,,,,,,NO_HEADER_DATE_MATCH
c556a9d615f11483,59aaf2730b84698a,2014-05-31,blue,Mark Eddiva,Edimilson Souza,,,,,,,NO_HEADER_DATE_MATCH
b229ee2997b70d16,aa79d5399571068e,2013-04-20,blue,Hugo Viana,TJ Dillashaw,,,,,,,NO_HEADER_DATE_MATCH
019b88d4ac875ae4,030f08370fd1c2bb,2013-05-18,blue,Iliarde Santos,Iuri Alcantara,,,,,,,NO_HEADER_DATE_MATCH
5135e078b807f9a2,cf1a88371c8cb690,2013-08-17,red,Cody Donovan,Ovince Saint Preux,,,,,,,NO_HEADER_DATE_MATCH
3f19bab8de698eb0,3c241737a6069b9f,2013-05-25,red,Donald Cerrone,KJ Noons,,,,,,,NO_HEADER_DATE_MATCH
9c3db86db300119e,f1b2a4365799c48b,2013-03-16,blue,Issei Tamura,TJ Dillashaw,,,,,,,NO_HEADER_DATE_MATCH
bd9100f5d4ee6823,7865707fd684d77b,2013-06-08,red,William Macario,Leonardo Santos,,,,,,,NO_HEADER_DATE_MATCH
caa56c26127bf7e8,030f08370fd1c2bb,2013-05-18,blue,Chris Cariaso,Jussier Formiga,,,,,,,NO_HEADER_DATE_MATCH
523e8ca343a0becc,ea0ad155451ed1f5,2013-04-27,red,Gian Villante,Ovince Saint Preux,,,,,,,NO_HEADER_DATE_MATCH
f286aad7b3558b21,ce47f49e5c386a9c,2013-04-13,blue,Kelvin Gastelum,Uriah Hall,,,,,,,NO_HEADER_DATE_MATCH
e8c24a1754599237,738acab0c6934dd8,2013-01-26,blue,Matt Wiman,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
031eac0f0f85d0bf,601cf40c09090853,2013-02-02,red,Rashad Evans,Rogerio Nogueira,,,,,,,NO_HEADER_DATE_MATCH
8f426040f746905d,56f4b81ec4db61af,2013-01-19,blue,Milton Vieira,Godofredo Pepey,,,,,,,NO_HEADER_DATE_MATCH
cd03bff050e53625,601cf40c09090853,2013-02-02,red,Jacob Volkmann,King Green,,,,,,,NO_HEADER_DATE_MATCH
d03618c86d395b43,7865707fd684d77b,2013-06-08,blue,Felipe Arantes,Godofredo Pepey,,,,,,,NO_HEADER_DATE_MATCH
6b83234360b3ca62,c6da1c24fe473418,2012-12-15,blue,Nick Catone,TJ Waldburger,,,,,,,NO_HEADER_DATE_MATCH
7601245171a28da1,56f4b81ec4db61af,2013-01-19,blue,Pedro Nobre,Iuri Alcantara,,,,,,,NO_HEADER_DATE_MATCH
2adfc6444d1adc01,d1e6a6536ee62517,2012-12-08,blue,Rory MacDonald,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
8d556e2826924946,319fa1bd3176bded,2012-11-10,blue,Jon Tuck,Zhang Tiequan,,,,,,,NO_HEADER_DATE_MATCH
d9df78e82953bfe5,96d173b7f92aa520,2012-10-13,blue,Chris Camozzi,Luiz Cane,,,,,,,NO_HEADER_DATE_MATCH
dab5e3680cf6eac7,96d173b7f92aa520,2012-10-13,blue,Sam Sicilia,Rony Jason,,,,,,,NO_HEADER_DATE_MATCH
dc5e46b2ee0898ec,6a0b80a24f22e152,2012-10-05,red,John Dodson,Jussier Formiga,,,,,,,NO_HEADER_DATE_MATCH
30ebe705eac7b121,d41937647eae9a34,2012-11-17,blue,John Maguire,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
5af6a54d7e0f2b7f,53e533db1b8e9712,2012-09-22,blue,Evan Dunham,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
0c58b5f37bfeb65a,3c48019bc387b80c,2012-08-11,red,Dennis Bermudez,Tommy Hayden,,,,,,,NO_HEADER_DATE_MATCH
ccacbe6a4c31cd45,abbc4fc02e0d84b3,2012-07-21,red,Chris Clements,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
758ec6b5d55c1b09,f62850b3c7480db9,2012-08-04,blue,Oli Thompson,Philip De Fries,,,,,,,NO_HEADER_DATE_MATCH
f638f176dd1834c0,3da19339ee7051d5,2012-06-23,blue,Hacran Dias,Iuri Alcantara,,,,,,,NO_HEADER_DATE_MATCH
c1bf9ca94c1f7f09,3da19339ee7051d5,2012-06-23,red,Delson Heleno,Francisco Trinaldo,,,,,,,NO_HEADER_DATE_MATCH
3e6dfafb8aa780f9,f62850b3c7480db9,2012-08-04,blue,Michihiro Omigawa,Manvel Gamburyan,,,,,,,NO_HEADER_DATE_MATCH
00731068c3195f7f,505934897b8b4824,2012-06-22,red,Ramsey Nijem,CJ Keith,,,,,,,NO_HEADER_DATE_MATCH
69fd05c73b645a62,505934897b8b4824,2012-06-22,red,Brian Ebersole,TJ Waldburger,,,,,,,NO_HEADER_DATE_MATCH
7287b029f4596be7,d3b5ad3b15a64a18,2012-07-11,blue,Vaughan Lee,TJ Dillashaw,,,,,,,NO_HEADER_DATE_MATCH
4d231d5d5f815085,56f4b81ec4db61af,2013-01-19,red,Daniel Sarafian,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
de8e1dd07ad49c94,4985113c0928aa62,2012-05-26,red,Jason Miller,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
3a2bd4fe6f08bc17,b5ea750025697880,2012-03-02,blue,Jake Hecht,TJ Waldburger,,,,,,,NO_HEADER_DATE_MATCH
4655930eb83446c7,8caca5857ce0e30b,2012-05-15,blue,Carlo Prater,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
5f7a1ba6e016b249,0a97691039c4bbfb,2012-02-15,blue,Walel Watson,TJ Dillashaw,,,,,,,NO_HEADER_DATE_MATCH
0be68308b5d63a47,18524b46c570730b,2012-01-14,blue,Michihiro Omigawa,Iuri Alcantara,,,,,,,NO_HEADER_DATE_MATCH
84e800acc2aacd8e,8377c5572cb356f3,2012-02-25,blue,Issei Tamura,Zhang Tiequan,,,,,,,NO_HEADER_DATE_MATCH
9a3908ab337c5f3f,1f5f75658551f2d3,2011-12-03,blue,John Dodson,TJ Dillashaw,,,,,,,NO_HEADER_DATE_MATCH
6ecc59654c2f519f,df2cf66d8c0123db,2012-02-04,blue,Henry Martinez,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
0583a3d402bed6e4,8788beb528894f33,2011-10-29,blue,Nick Diaz,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
cdedc8f026307dd7,44f9c777fed7ca03,2011-10-01,red,Shane Roller,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
558b54d28a662cca,1ffc38f67785797b,2011-09-17,blue,Lance Benoist,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
69d6d58d58cb81e3,6d7886b094b471ac,2011-12-10,red,Tito Ortiz,Rogerio Nogueira,,,,,,,NO_HEADER_DATE_MATCH
7036a87673c98a13,18968f97ad34f15c,2011-08-27,blue,Felipe Arantes,Iuri Alcantara,,,,,,,NO_HEADER_DATE_MATCH
a730a20ab0c61499,7d5b12de1625984e,2011-10-08,blue,Darren Elkins,Zhang Tiequan,,,,,,,NO_HEADER_DATE_MATCH
2f715933d0626544,91720876db0ee468,2011-12-30,blue,Diego Nunes,Manvel Gamburyan,,,,,,,NO_HEADER_DATE_MATCH
8782dca7c99717a6,18968f97ad34f15c,2011-08-27,blue,Stanislav Nedkov,Luiz Cane,,,,,,,NO_HEADER_DATE_MATCH
475c55534f9e08ee,4c8d6fde2dde07c4,2011-08-14,red,Cole Miller,TJ O'Brien,,,,,,,NO_HEADER_DATE_MATCH
74773b56e0b31c6b,4c8d6fde2dde07c4,2011-08-14,blue,Jared Hamman,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
b7799cdf8a6470ea,e780ccc79a209985,2011-11-05,red,Rob Broughton,Philip De Fries,,,,,,,NO_HEADER_DATE_MATCH
a1f4a5fcef50915b,8a59d346dc976a10,2011-03-26,red,Johny Hendricks,TJ Waldburger,,,,,,,NO_HEADER_DATE_MATCH
556952a9520d0ae0,b732b326c362fb62,2011-05-28,red,Michael McDonald,Chris Cariaso,,,,,,,NO_HEADER_DATE_MATCH
70ddd13934e6c0e9,d023ae89a2a4a41e,2011-06-26,red,Tyson Griffin,Manvel Gamburyan,,,,,,,NO_HEADER_DATE_MATCH
89cb6801b51f2216,282fa667ff9c51ed,2011-01-22,red,Will Campuzano,Chris Cariaso,,,,,,,NO_HEADER_DATE_MATCH
f825e17e7a1332cd,88a9bc81271ccd89,2011-02-26,blue,Jon Fitch,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
11141cf97c6156b6,1ffc38f67785797b,2011-09-17,blue,Mike Stumpf,TJ Waldburger,,,,,,,NO_HEADER_DATE_MATCH
5b6796a9194d339b,88a9bc81271ccd89,2011-02-26,blue,Jason Reinhardt,Zhang Tiequan,,,,,,,NO_HEADER_DATE_MATCH
e1563825c36aad26,1411c630ba711b64,2011-03-19,blue,Eliot Marshall,Luiz Cane,,,,,,,NO_HEADER_DATE_MATCH
42a361f33cbb8d6f,132f860d02953f4c,2010-12-11,blue,Ricardo Almeida,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
37d988593cb5f14a,132f860d02953f4c,2010-12-11,blue,Sean Pierson,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
e76c3346ad9be24a,dd992d569aaebee6,2010-11-20,red,Paul Kelly,TJ O'Brien,,,,,,,NO_HEADER_DATE_MATCH
08602f790f09d949,a54fc2d6fc224dc3,2011-03-03,blue,Mark Munoz,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
552973c278f08fbb,dd992d569aaebee6,2010-11-20,red,Matt Hughes,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
62d4a918256c83e8,d512d9f204059f57,2010-10-16,red,Spencer Fisher,Curt Warburton,,,,,,,NO_HEADER_DATE_MATCH
3d38022fdcb3b5c9,054defd5420a551f,2010-08-28,red,Frankie Edgar,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
a8b22e990cba6144,ad32471f01e7b1a5,2010-09-25,blue,Julio Paulino,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
860954fbe26b867a,f12f979b657ab876,2010-08-01,red,DaMarques Johnson,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
28b405fe1552ccad,8a59d346dc976a10,2011-03-26,red,Phil Davis,Rogerio Nogueira,,,,,,,NO_HEADER_DATE_MATCH
7e3679992f2c6ff6,ad32471f01e7b1a5,2010-09-25,blue,Ryan Bader,Rogerio Nogueira,,,,,,,NO_HEADER_DATE_MATCH
1733594124569598,ad32471f01e7b1a5,2010-09-25,blue,Joe Doerksen,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
9f2e58bf880157b2,d512d9f204059f57,2010-10-16,red,Rob Broughton,Vinicius Queiroz,,,,,,,NO_HEADER_DATE_MATCH
8ba089858a7d647b,bfc2fc38a0e20211,2010-05-29,blue,Cyrille Diabate,Luiz Cane,,,,,,,NO_HEADER_DATE_MATCH
19425b506594d5c7,d0c29452d3272603,2010-05-08,blue,Matt Mitrione,Kevin Ferguson,,,,,,,NO_HEADER_DATE_MATCH
c16403197580e0af,3ed134d85dfbd7b4,2010-03-31,red,Jacob Volkmann,Ronys Torres,,,,,,,NO_HEADER_DATE_MATCH
29c9e57b23116aa2,24b033b3daf1c9df,2010-04-10,blue,Frankie Edgar,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
26025a42e011229f,bfc2fc38a0e20211,2010-05-29,red,Jason Brilz,Rogerio Nogueira,,,,,,,NO_HEADER_DATE_MATCH
2059fd17f2ff4e4a,c80095f6092271a7,2010-03-27,blue,Greg Soto,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
f6d078e9fe7d17c8,821cd80aab70d5f9,2009-12-12,blue,Diego Sanchez,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
7e50ae4dbdd380a1,821cd80aab70d5f9,2009-12-12,blue,Kevin Burns,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
e892b4a03304f2a4,49efbdc6c9f650c4,2010-02-20,blue,Goran Reljic,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
fb9b03644f559604,15edcf67ccf5be84,2010-02-06,red,Melvin Guillard,Ronys Torres,,,,,,,NO_HEADER_DATE_MATCH
de2328aa13e5ecdc,91d73ee59347ac16,2009-12-05,blue,Houston Alexander,Kevin Ferguson,,,,,,,NO_HEADER_DATE_MATCH
e3846855a38f0bce,d0c29452d3272603,2010-05-08,blue,Johny Hendricks,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
a4bc92bfe82d0547,acff437707625fc7,2010-09-15,blue,David Mitchell,TJ Waldburger,,,,,,,NO_HEADER_DATE_MATCH
5a8c92dfbb16d26f,48d1f690b763934c,2009-08-08,blue,Dan Cramer,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
6f6158830b01ea27,0ee783aa00e468f0,2009-07-11,red,Jon Jones,Jake O'Brien,,,,,,,NO_HEADER_DATE_MATCH
e83b214695941af1,a8ea84cbe1655f0a,2009-09-16,blue,Jay Silva,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
73a4a092c1850b57,48d1f690b763934c,2009-08-08,blue,Kenny Florian,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
81283a33e907dbbe,fa8b9e6b0c2269f8,2009-11-14,red,Nick Osipczak,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
03c2cebad8d8c012,7c0847d3854a95f2,2009-10-24,red,Kyle Kingsbury,Razak Al-Hassan,,,,,,,NO_HEADER_DATE_MATCH
226de3e7e71f2b4f,1652f3213655b935,2009-04-18,blue,Ryo Chonan,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
0bf025d86cc2a409,1652f3213655b935,2009-04-18,blue,Steve Cantwell,Luiz Cane,,,,,,,NO_HEADER_DATE_MATCH
1cb28e867dd749b8,2a542ee8a8b83559,2009-01-31,blue,Christian Wellisch,Jake O'Brien,,,,,,,NO_HEADER_DATE_MATCH
e4420b9812501c17,d1759b2b7be9be56,2009-02-07,blue,Steve Bruno,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
b6234bf015c80fc5,0ee783aa00e468f0,2009-07-11,red,Dong Hyun Kim,TJ Grant,,,,,,,NO_HEADER_DATE_MATCH
f8896b43f4ecf861,0ee783aa00e468f0,2009-07-11,red,Tom Lawlor,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
20b84b2cbfb92dc7,68c6cd5287b473a7,2009-01-17,red,John Hathaway,Tom Egan,,,,,,,NO_HEADER_DATE_MATCH
b8927a3a2735acb0,23ab42947c1990e3,2008-12-27,blue,Mike Massenzio,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
e6dd15ef9fd7927e,2a542ee8a8b83559,2009-01-31,red,Thiago Tavares,Manvel Gamburyan,,,,,,,NO_HEADER_DATE_MATCH
a158e4ff7ea93d43,2a542ee8a8b83559,2009-01-31,red,Georges St-Pierre,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
5060770f197e2147,c4b6099f0d25f75e,2009-05-23,red,George Roop,David Kaplan,,,,,,,NO_HEADER_DATE_MATCH
ec8ad2966a6816b3,ea398c802d9998ee,2008-12-13,red,Junie Browning,David Kaplan,,,,,,,NO_HEADER_DATE_MATCH
403bed9fe983b10a,46f11d15c0134fe3,2008-07-19,blue,Jesse Taylor,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
d8f64b001cd590fa,30cd319d39ee689b,2008-12-10,red,Steve Cantwell,Razak Al-Hassan,,,,,,,NO_HEADER_DATE_MATCH
e915c1987050eac8,19ffeb5e3fffd6d5,2008-08-09,red,Rob Emerson,Manvel Gamburyan,,,,,,,NO_HEADER_DATE_MATCH
61d89b0cb175430c,2299605af59fd309,2008-06-21,blue,Dante Rivera,Matthew Riddle,,,,,,,NO_HEADER_DATE_MATCH
0064bbc554d85421,2299605af59fd309,2008-06-21,red,Amir Sadollah,CB Dollaway,,,,,,,NO_HEADER_DATE_MATCH
c9d3ccbfef600989,2549d63da9c456cb,2008-05-24,blue,Sean Sherk,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
b976eb99de0f63ca,2efbc83a6b9b7f86,2008-06-07,blue,Jason Lambert,Luiz Cane,,,,,,,NO_HEADER_DATE_MATCH
333c9e6f3cc8f91e,46f11d15c0134fe3,2008-07-19,red,Cain Velasquez,Jake O'Brien,,,,,,,NO_HEADER_DATE_MATCH
b89dea8c3e6bba6f,b9e871af730f826c,2008-04-02,blue,Jeff Cox,Manvel Gamburyan,,,,,,,NO_HEADER_DATE_MATCH
d98d5a3800cd21fb,a24e080000fa7a35,2008-01-19,blue,Joe Stevenson,BJ Penn,,,,,,,NO_HEADER_DATE_MATCH
478b0eaf22475be0,7269329bd87eb479,2007-12-29,blue,Nate Mohr,Manvel Gamburyan,,,,,,,NO_HEADER_DATE_MATCH
2b2a50d442da2b84,7269329bd87eb479,2007-12-29,red,James Irvin,Luiz Cane,,,,,,,NO_HEADER_DATE_MATCH
8b15591a73aa7eb0,598a58db87b890ee,2008-03-01,red,Andrei Arlovski,Jake O'Brien,,,,,,,NO_HEADER_DATE_MATCH
781017bfa44d4058,312f47c3d2f83ffa,2008-10-18,blue,Rameau Thierry Sokoudjou,Luiz Cane,,,,,,,NO_HEADER_DATE_MATCH
997eda9196aad7f9,f341f9551ba744e2,2007-09-19,red,Luke Cummo,Edilberto de Oliveira,,,,,,,NO_HEADER_DATE_MATCH
